file_path	download_url	player_name	dob	position	draft_team	hand	height	weight	games_played	wins	losses	ties_ot_losses	minutes	shootouts	gaa	save_percentage	goals	assists	points	plus_minus	point_shares	penalty_minutes	shots_on_goal	game_winning_goals	title	full_name	birthplace	career_start	career_end	draft	draft_year	draft_team	current_league	national_team	current_team	nationality	date_of_birth	sex
./scraped/players/johanca01.html	https://www.hockey-reference.com/players/j/johanca01.html	Calle Johansson	February 14, 1967	D	Buffalo	Left	180.0	92.0	1109.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.0	416.0	535.0	57.0	95.1	519.0	1922.0	17.0	Calle Johansson	Carl Christian &quot;Calle&quot; Johansson	Gothenburg, Sweden	1983.0	2004.0	14th overall	1985	Buffalo Sabres	National Hockey League	SWE		Swedish		
./scraped/players/jarnkca01.html	https://www.hockey-reference.com/players/j/jarnkca01.html	Calle JÃ	September 25, 1991	C	Detroit	Right	183.0	87.0	723.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	140.0	171.0	311.0	70.0	30.7	155.0	1121.0	19.0														
./scraped/players/odelica01.html	https://www.hockey-reference.com/players/o/odelica01.html	Calle Odelius	May 30, 2004	D	NY Islanders	Left	180.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Calle Odelius	Calle Odelius	Nykvarn, Sweden	2022.0		65th overall	2022	New York Islanders	National Hockey League		New York Islanders	Swedish		
./scraped/players/rosenca01.html	https://www.hockey-reference.com/players/r/rosenca01.html	Calle RosÃ	February 2, 1994	D		Left	185.0	85.0	93.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.0	20.0	31.0	10.0	5.5	22.0	109.0	2.0														
./scraped/players/sjalica01.html	https://www.hockey-reference.com/players/s/sjalica01.html	Calle Sjalin	September 2, 1999	D	NY Rangers	Left	185.0	79.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/boothca01.html	https://www.hockey-reference.com/players/b/boothca01.html	Callum Booth	May 21, 1997	G	Carolina	Left	193.0	86.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/mackaca01.html	https://www.hockey-reference.com/players/m/mackaca01.html	Calum MacKay	January 1, 1927	LW		Left	178.0	80.0	237.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.0	55.0	105.0	NaN	10.1	214.0	NaN	12.0														
./scraped/players/ritchca01.html	https://www.hockey-reference.com/players/r/ritchca01.html	Calum Ritchie	January 21, 2005	C	Colorado	Right	188.0	90.0	7.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	-7.0	-0.2	0.0	11.0	0.0	Calum Ritchie	Calum Ritchie	Brampton, Canada&lt;ref&gt;{{cite web	2024.0		27th overall	2023	Colorado Avalanche	National Hockey League		New York Islanders	Canadian		
./scraped/players/swensca01.html	https://www.hockey-reference.com/players/s/swensca01.html	Calvin Berle Swenson	April 16, 1948	C		Left	173.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Cal Swenson	Calvin Berle Swenson												
./scraped/players/gardnca01.html	https://www.hockey-reference.com/players/g/gardnca01.html	Calvin Pearly Gardner	October 30, 1924	C		Left	185.0	78.0	696.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	154.0	238.0	392.0	NaN	36.8	517.0	NaN	32.0														
./scraped/players/peterca01.html	https://www.hockey-reference.com/players/p/peterca01.html	Calvin Petersen	October 19, 1994	G	Buffalo	Right	188.0	83.0	106.0	46.0	44.0	10.0	6112.0	4.0	2.96	0.903	NaN	NaN	NaN	NaN	16.3	NaN	NaN	NaN														
./scraped/players/pickaca01.html	https://www.hockey-reference.com/players/p/pickaca01.html	Calvin Pickard	April 15, 1992	G	Colorado	Left	185.0	93.0	177.0	70.0	72.0	12.0	9401.0	5.0	2.89	0.903	NaN	NaN	NaN	NaN	24.4	NaN	NaN	NaN	Calvin Pickard	Calvin Pickard	Moncton, New Brunswick, Canada	2012.0		49th overall	2010	Colorado Avalanche	National Hockey League	CAN	Edmonton Oilers	Canadian		
./scraped/players/thurkca01.html	https://www.hockey-reference.com/players/t/thurkca01.html	Calvin Thurkauf	June 27, 1997	C	Columbus	Left	188.0	96.0	3.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0														
./scraped/players/sandbca01.html	https://www.hockey-reference.com/players/s/sandbca01.html	Calvin Wayne Sandbeck	January 28, 1956	D	California	Left	185.0	98.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Cal Sandbeck	Calvin Wayne Sandbeck	, Minnesota	1978.0	1980.0	79th overall	1976	California Golden Seals				American		
./scraped/players/dehaaca01.html	https://www.hockey-reference.com/players/d/dehaaca01.html	Calvin de Haan	May 9, 1991	D	NY Islanders	Left	185.0	87.0	679.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0	125.0	149.0	-6.0	28.5	249.0	894.0	4.0	Calvin de Haan	Calvin de Haan	Carp, Ontario, Canada	2011.0		12th overall	2009	New York Islanders	Swedish Hockey League	CAN	Rögle BK	Canadian		
./scraped/players/atkinca01.html	https://www.hockey-reference.com/players/a/atkinca01.html	Cam Atkinson	June 5, 1989	RW	Columbus	Right	173.0	80.0	809.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	253.0	236.0	489.0	-11.0	56.0	194.0	2320.0	51.0	Cam Atkinson	Cameron Thomas Atkinson	Riverside, Connecticut, U.S.	2011.0	2025.0	157th overall	2008	Columbus Blue Jackets		USA		American		
./scraped/players/barkeca01.html	https://www.hockey-reference.com/players/b/barkeca01.html	Cam Barker	April 4, 1986	D	Chicago	Left	190.0	101.0	310.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.0	75.0	96.0	-29.0	15.1	290.0	385.0	4.0	Cam Barker	Cameron Barker	Winnipeg, Canada	2006.0	2021.0	3rd overall	2004	Chicago Blackhawks		&lt;!--Senior IIHF caps only--&gt;		Canadian		
./scraped/players/cunnica01.html	https://www.hockey-reference.com/players/c/cunnica01.html	Cam Cunning	June 4, 1985	LW	Calgary		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Cam Cunning	Cam Cunning	Powell River, British Columbia, Canada	2005.0	2011.0	240th overall	2003	Calgary Flames				Canadian		
./scraped/players/dineeca01.html	https://www.hockey-reference.com/players/d/dineeca01.html	Cam Dineen	June 19, 1998	D	Arizona	Left	180.0	85.0	38.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	7.0	7.0	-16.0	0.2	4.0	60.0	0.0	Cam Dineen	Cameron Dineen	Toms River, New Jersey, U.S.	2018.0		68th overall	2016	Arizona Coyotes	National Hockey League		Edmonton Oilers	American		
./scraped/players/fowleca01.html	https://www.hockey-reference.com/players/f/fowleca01.html	Cam Fowler	December 5, 1991	D	Anaheim	Left	188.0	96.0	1043.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.0	388.0	493.0	-112.0	77.2	269.0	1636.0	19.0	Cam Fowler	Cameron Matthew Fowler	Windsor, Ontario, Canada	2010.0		12th overall	2010	Anaheim Ducks	National Hockey League	USA	St. Louis Blues	Canadian		
./scraped/players/janssca01.html	https://www.hockey-reference.com/players/j/janssca01.html	Cam Janssen	April 15, 1984	RW	New Jersey	Right	183.0	97.0	336.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0	8.0	14.0	-26.0	-1.4	774.0	105.0	0.0	Cam Janssen	Cameron Wesley Janssen	St. Louis, Missouri, U.S.	2004.0	2016.0	117th overall	2002	New Jersey Devils				American		
./scraped/players/paddoca01.html	https://www.hockey-reference.com/players/p/paddoca01.html	Cam Paddock	March 22, 1983	C	Pittsburgh	Right	185.0	86.0	16.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0	1.0	3.0	-4.0	0.1	0.0	17.0	0.0	Cam Paddock	Cam Paddock	, North Vancouver (city)	2003.0	2013.0	137th overall	2002	Pittsburgh Penguins				Canadian		
./scraped/players/plantca01.html	https://www.hockey-reference.com/players/p/plantca01.html	Cam Plante	March 12, 1964	D	Toronto	Left	185.0	88.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	Cam Plante	Cam Plante	, Manitoba	1984.0	1998.0	128th overall	1983	Toronto Maple Leafs				Canadian		
./scraped/players/reidca01.html	https://www.hockey-reference.com/players/r/reidca01.html	Cam Reid	August 25, 1991	C	Nashville		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/severca01.html	https://www.hockey-reference.com/players/s/severca01.html	Cam Severson	January 15, 1978	LW	San Jose	Left	185.0	97.0	37.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	0.0	3.0	-3.0	0.2	63.0	27.0	0.0	Cam Severson	Cam Severson	, Saskatchewan	1999.0	2010.0	192nd overall	1997	San Jose Sharks				Canadian		
./scraped/players/squirca01.html	https://www.hockey-reference.com/players/s/squirca01.html	Cam Squires	April 11, 2005	RW	New Jersey	Right	183.0	74.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/wardca01.html	https://www.hockey-reference.com/players/w/wardca01.html	Cam Ward	February 29, 1984	G	Carolina	Left	185.0	87.0	701.0	334.0	256.0	88.0	40318.0	27.0	2.74	0.908	NaN	NaN	NaN	NaN	113.8	NaN	NaN	NaN														
./scraped/players/abneyca01.html	https://www.hockey-reference.com/players/a/abneyca01.html	Cameron Abney	May 23, 1991	RW	Edmonton		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/bottica01.html	https://www.hockey-reference.com/players/b/bottica01.html	Cameron Allan Botting	March 10, 1954	RW	Atlanta	Right	188.0	92.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	1.0	0.1	0.0	0.0	0.0														
./scraped/players/allenca01.html	https://www.hockey-reference.com/players/a/allenca01.html	Cameron Allen	January 7, 2005	D	Washington	Right	183.0	87.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/bergca01.html	https://www.hockey-reference.com/players/b/bergca01.html	Cameron Berg	January 29, 2002	C	NY Islanders	Left	183.0	87.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/butleca01.html	https://www.hockey-reference.com/players/b/butleca01.html	Cameron Butler	June 9, 2002	F		Right	193.0	95.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cameron Butler	Cameron Butler	Ottawa, Canada	2022.0		Undrafted			National Hockey League		Minnesota Wild	Canadian		
./scraped/players/cepekca01.html	https://www.hockey-reference.com/players/c/cepekca01.html	Cameron Cepek	January 12, 1988	D	Montreal		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/newtoca01.html	https://www.hockey-reference.com/players/n/newtoca01.html	Cameron Charles Newton	February 25, 1950	G	Pittsburgh	Left	180.0	77.0	16.0	4.0	7.0	1.0	811.0	0.0	3.77	0.876	NaN	NaN	NaN	NaN	1.5	NaN	NaN	NaN	Cam Newton (ice hockey)	Cameron Charles Newton	Peterborough, Ontario, Canada	1970.0	1977.0	102nd overall	1970	Pittsburgh Penguins				Canadian		
./scraped/players/clarkca01.html	https://www.hockey-reference.com/players/c/clarkca01.html	Cameron Clarke	May 15, 1996	D	Boston	Right	185.0	77.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/crottca01.html	https://www.hockey-reference.com/players/c/crottca01.html	Cameron Crotty	May 5, 1999	D	Arizona	Right	190.0	82.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	-2.0	-0.1	0.0	0.0	0.0														
./scraped/players/darcyca01.html	https://www.hockey-reference.com/players/d/darcyca01.html	Cameron Darcy	March 2, 1994	C	Tampa Bay	Right	183.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Cameron Darcy	Cameron Darcy	South Boston, Massachusetts, U.S.	2015.0		185th overall	2014	Tampa Bay Lightning	ECHL		Florida Everblades	American		
./scraped/players/mannca01.html	https://www.hockey-reference.com/players/m/mannca01.html	Cameron Douglas Mann	April 20, 1977	RW	Boston	Right	183.0	88.0	93.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.0	10.0	24.0	-7.0	2.1	40.0	118.0	1.0	Cameron Mann	Cameron Douglas Mann	Thompson, Manitoba, Canada	1997.0	2010.0	99th overall	1995	Boston Bruins				Canadian		
./scraped/players/connoca01.html	https://www.hockey-reference.com/players/c/connoca01.html	Cameron Duncan Connor	August 10, 1954	RW	Montreal	Left	188.0	90.0	89.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	22.0	31.0	13.0	0.8	256.0	82.0	0.0														
./scraped/players/stewaca01.html	https://www.hockey-reference.com/players/s/stewaca01.html	Cameron G. Stewart	September 18, 1971	LW	Boston	Left	180.0	88.0	202.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	23.0	39.0	-15.0	0.9	120.0	193.0	4.0	Cam Stewart (ice hockey)	Cameron G. Stewart	, Ontario	1993.0	2001.0	63rd Overall	1990	Boston Bruins				Canadian		
./scraped/players/gauncca01.html	https://www.hockey-reference.com/players/g/gauncca01.html	Cameron Gaunce	March 19, 1990	D	Colorado	Left	185.0	95.0	37.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	6.0	9.0	4.0	1.8	47.0	28.0	0.0	Cameron Gaunce	Cameron Gaunce	, Greater Sudbury	2010.0		50th overall	2008	Colorado Avalanche			Free agent	Canadian		
./scraped/players/hillica01.html	https://www.hockey-reference.com/players/h/hillica01.html	Cameron Hillis	June 24, 2000	C	Montreal	Right	178.0	77.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	Cameron Hillis	Cameron Hillis	Oshawa, Ontario, Canada	2021.0		66th overall	2018	Montreal Canadiens	Liiga		Kiekko-Espoo	Canadian		
./scraped/players/hugheca01.html	https://www.hockey-reference.com/players/h/hugheca01.html	Cameron Hughes	October 9, 1996	C	Boston	Left	183.0	83.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	-2.0	-0.1	0.0	3.0	0.0	Cameron Hughes (ice hockey)	Cameron Hughes	Edmonton, Canada	2018.0		165th overall	2015	Boston Bruins	National Hockey League		Dallas Stars	Canadian		
./scraped/players/johnsca01.html	https://www.hockey-reference.com/players/j/johnsca01.html	Cameron Johnson	July 11, 1994	G		Left	183.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/lundca01.html	https://www.hockey-reference.com/players/l/lundca01.html	Cameron Lund	June 7, 2004	C	San Jose	Right	188.0	88.0	11.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0	1.0	3.0	-10.0	-0.1	4.0	12.0	0.0	Cameron Lund	Cameron Lund	Bridgewater, Massachusetts, U.S.	2025.0		34th overall	2022	San Jose Sharks	National Hockey League		San Jose Sharks	American		
./scraped/players/macdoca01.html	https://www.hockey-reference.com/players/m/macdoca01.html	Cameron Macdonald	May 4, 2003	C	Tampa Bay	Left	185.0	86.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/neelyca01.html	https://www.hockey-reference.com/players/n/neelyca01.html	Cameron Michael Neely	June 6, 1965	RW	Vancouver	Right	185.0	98.0	726.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	395.0	299.0	694.0	83.0	69.2	1241.0	2150.0	61.0	Cam Neely	Cameron Michael Neely	Comox, British Columbia, Canada	1983.0	1996.0	9th overall	1983	Vancouver Canucks				Canadian		
./scraped/players/morrica01.html	https://www.hockey-reference.com/players/m/morrica01.html	Cameron Morrison	August 27, 1998	LW	Colorado	Left	190.0	95.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/oneilca01.html	https://www.hockey-reference.com/players/o/oneilca01.html	Cameron O'Neill	January 24, 2004	RW	Ottawa	Right	183.0	82.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/brownca01.html	https://www.hockey-reference.com/players/b/brownca01.html	Cameron Richard Brown	May 15, 1969	LW		Left	185.0	95.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0														
./scraped/players/russeca01.html	https://www.hockey-reference.com/players/r/russeca01.html	Cameron Russell	January 12, 1969	D	Chicago	Left	193.0	90.0	396.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	21.0	30.0	8.0	16.8	872.0	201.0	1.0														
./scraped/players/schilca01.html	https://www.hockey-reference.com/players/s/schilca01.html	Cameron Schilling	October 7, 1988	D		Left	188.0	82.0	10.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	-2.0	0.0	4.0	6.0	0.0	Cameron Schilling	Ernest Cameron Schilling	Carmel, Indiana, U.S.	2012.0	2024.0	Undrafted			HockeyAllsvenskan		Djurgårdens IF Hockey			
./scraped/players/talboca01.html	https://www.hockey-reference.com/players/t/talboca01.html	Cameron Talbot	July 5, 1987	G		Left	190.0	91.0	537.0	269.0	195.0	47.0	30626.0	33.0	2.65	0.912	NaN	NaN	NaN	NaN	95.3	NaN	NaN	NaN	Cam Talbot	Cameron Talbot	, Ontario	2010.0		Undrafted			National Hockey League	CAN	Detroit Red Wings	Canadian		
./scraped/players/whiteca01.html	https://www.hockey-reference.com/players/w/whiteca01.html	Cameron Whitehead	June 13, 2003	G	Vegas	Left	190.0	77.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/whynoca01.html	https://www.hockey-reference.com/players/w/whynoca01.html	Cameron Whynot	May 5, 2003	D	Calgary	Left	185.0	81.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/yorkca01.html	https://www.hockey-reference.com/players/y/yorkca01.html	Cameron York	January 5, 2001	D	Philadelphia	Left	183.0	87.0	237.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.0	58.0	77.0	-37.0	12.2	94.0	275.0	2.0	Cam York	Cameron York	, Anaheim Hills	2021.0		14th overall	2019	Philadelphia Flyers	National Hockey League		Philadelphia Flyers	American		
./scraped/players/henryca01.html	https://www.hockey-reference.com/players/h/henryca01.html	Camille Joseph Wilfred Henry	January 31, 1933	C		Left	175.0	68.0	727.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	279.0	249.0	528.0	-39.0	55.3	82.0	868.0	33.0														
./scraped/players/lapieca01.html	https://www.hockey-reference.com/players/l/lapieca01.html	Camille Lapierre	February 8, 1951	D		Left	178.0	72.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/wilsoca01.html	https://www.hockey-reference.com/players/w/wilsoca01.html	Carey John Wilson	May 19, 1962	C	Chicago	Right	188.0	88.0	552.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	169.0	258.0	427.0	7.0	28.5	314.0	977.0	26.0	Carey Wilson (ice hockey)	Carey John Wilson	Winnipeg, Canada	1981.0		67th overall	1980	Chicago Black Hawks	National Hockey League	CAN		Canadian		
./scraped/players/priceca01.html	https://www.hockey-reference.com/players/p/priceca01.html	Carey Price	August 16, 1987	G	Montreal	Left	190.0	98.0	712.0	361.0	261.0	79.0	42005.0	49.0	2.51	0.917	NaN	NaN	NaN	NaN	136.8	NaN	NaN	NaN	Carey Price	Carey Price	Vancouver, Canada&lt;ref name=biggame/&gt;	2007.0		5th overall	2005	Montreal Canadiens	National Hockey League	CAN	San Jose Sharks	Canadian		
./scraped/players/terraca01.html	https://www.hockey-reference.com/players/t/terraca01.html	Carey Terrance	May 10, 2005	C	Anaheim	Left	185.0	79.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Carey Terrance	Carey Terrance	Akwesasne, New York (state)	2025.0		59th overall	2023	Anaheim Ducks	National Hockey League		New York Rangers	American		
./scraped/players/dahlsca01.html	https://www.hockey-reference.com/players/d/dahlsca01.html	Carl DahlstrÃ	January 28, 1995	D	Chicago	Left	193.0	104.0	67.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	12.0	12.0	5.0	2.2	14.0	67.0	0.0														
./scraped/players/smithca01.html	https://www.hockey-reference.com/players/s/smithca01.html	Carl David Smith	September 18, 1917	RW		Left	165.0	68.0	7.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	1.0	2.0	NaN	0.0	2.0	NaN	0.0														
./scraped/players/wetzeca01.html	https://www.hockey-reference.com/players/w/wetzeca01.html	Carl David Wetzel	December 12, 1938	G		Left	185.0	77.0	7.0	1.0	4.0	1.0	301.0	0.0	4.39	0.858	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	Carl Wetzel	Carl David Wetzel	Detroit, United States	1959.0	1973.0					USA		American		
./scraped/players/boonebu01.html	https://www.hockey-reference.com/players/b/boonebu01.html	Carl George Boone	September 11, 1932	RW		Right	170.0	71.0	34.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.0	3.0	8.0	NaN	0.2	28.0	NaN	0.0														
./scraped/players/grundca01.html	https://www.hockey-reference.com/players/g/grundca01.html	Carl GrundstrÃ	December 1, 1997	RW	Toronto	Left	183.0	90.0	292.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.0	33.0	76.0	-35.0	5.5	108.0	464.0	8.0														
./scraped/players/gunnaca01.html	https://www.hockey-reference.com/players/g/gunnaca01.html	Carl Gunnarsson	November 9, 1986	D	Toronto	Left	188.0	89.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.0	108.0	138.0	55.0	32.7	179.0	533.0	5.0	Carl Gunnarsson	Carl Gunnarsson	Örebro, Sweden	2005.0	2021.0	194th overall	2007	Toronto Maple Leafs		SWE		Swedish		
./scraped/players/hagelca01.html	https://www.hockey-reference.com/players/h/hagelca01.html	Carl Hagelin	August 23, 1988	LW	NY Rangers	Left	180.0	83.0	713.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.0	186.0	296.0	119.0	30.3	293.0	1429.0	27.0	Carl Hagelin	Carl Oliver Hagelin	Nykvarn, Sweden	2011.0	2022.0	168th overall	2007	New York Rangers		SWE		Swedish		
./scraped/players/youngcj01.html	https://www.hockey-reference.com/players/y/youngcj01.html	Carl Joshua Young	January 1, 1968	RW		Right	178.0	81.0	43.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.0	7.0	14.0	-6.0	0.3	32.0	43.0	1.0	C. J. Young	Carl Joshua Young	, Massachusetts	1990.0	1993.0	[[1989 NHL Supplemental Draft]]		New Jersey Devils		USA		American		
./scraped/players/klingca01.html	https://www.hockey-reference.com/players/k/klingca01.html	Carl Klingberg	January 28, 1991	LW	Atlanta	Right	190.0	92.0	12.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	0.0	0.1	4.0	10.0	0.0	Carl Klingberg	Carl Klingberg	Gothenburg, Sweden	2008.0		34th overall	2009	Atlanta Thrashers	Liiga	SWE	Ilves	Swedish		
./scraped/players/lindbca01.html	https://www.hockey-reference.com/players/l/lindbca01.html	Carl Lindbom	May 20, 2003	G	Vegas	Left	183.0	74.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Carl Lindbom (ice hockey)	Carl Lindbom	Stockholm, Sweden	2022.0		222nd overall	2021	Vegas Golden Knights	National Hockey League		Vegas Golden Knights	Swedish		
./scraped/players/mokosca01.html	https://www.hockey-reference.com/players/m/mokosca01.html	Carl Mokosak	September 22, 1962	LW		Left	185.0	81.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.0	15.0	26.0	-16.0	0.1	170.0	73.0	0.0	Carl Mokosak	Carl Mokosak	Fort Saskatchewan, Alberta, Canada	1982.0	1991.0	''Undrafted''						Canadian		
./scraped/players/neillca01.html	https://www.hockey-reference.com/players/n/neillca01.html	Carl Neill	July 6, 1996	D	Vancouver	Right	185.0	90.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/vossca01.html	https://www.hockey-reference.com/players/v/vossca01.html	Carl Potter Voss	January 6, 1907	C		Left	175.0	76.0	264.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.0	71.0	105.0	NaN	7.5	50.0	NaN	2.0	Carl Voss	Carl Potter Voss	, Massachusetts	1926.0	1938.0									
./scraped/players/corazca01.html	https://www.hockey-reference.com/players/c/corazca01.html	Carl Robert Corazzini	April 21, 1979	C		Right	178.0	82.0	19.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0	1.0	3.0	2.0	0.3	2.0	21.0	0.0	Carl Corazzini	Carl Robert Corazzini	, Massachusetts	2001.0	2011.0	Undrafted			National Hockey League			American		
./scraped/players/dahlscu01.html	https://www.hockey-reference.com/players/d/dahlscu01.html	Carl S. Dahlstrom	July 3, 1912	C		Left	180.0	79.0	345.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.0	118.0	206.0	NaN	14.5	58.0	NaN	15.0														
./scraped/players/sneepca01.html	https://www.hockey-reference.com/players/s/sneepca01.html	Carl Sneep	November 5, 1987	D	Pittsburgh	Right	193.0	95.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	1.0	0.2	0.0	0.0	0.0	Carl Sneep	Carl Michael Sneep	, Minnesota	2010.0	2013.0	32nd overall	2006	Pittsburgh Penguins				American		
./scraped/players/soderca01.html	https://www.hockey-reference.com/players/s/soderca01.html	Carl SÃ	October 12, 1985	C	St. Louis	Left	190.0	95.0	597.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.0	187.0	297.0	-25.0	27.0	210.0	1123.0	13.0														
