file_path	download_url	player_name	dob	position	draft_team	hand	height	weight	games_played	wins	losses	ties_ot_losses	minutes	shootouts	gaa	save_percentage	goals	assists	points	plus_minus	point_shares	penalty_minutes	shots_on_goal	game_winning_goals
./scraped/players/dussano01.html	https://www.hockey-reference.com/players/d/dussano01.html	Joseph Normand Dussault	September 26, 1925	C		Left	173.0	74.0	206.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.0	62.0	93.0	NaN	7.2	47.0	NaN	5.0
./scraped/players/duszajo01.html	https://www.hockey-reference.com/players/d/duszajo01.html	Joseph Duszak	July 22, 1997	D		Right	175.0	79.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/duttore01.html	https://www.hockey-reference.com/players/d/duttore01.html	Mervyn Alexander Norman Dutton	July 23, 1897	D		Right	183.0	83.0	449.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.0	68.0	96.0	NaN	41.8	884.0	NaN	4.0
./scraped/players/dvorach01.html	https://www.hockey-reference.com/players/d/dvorach01.html	Christian Dvorak	February 2, 1996	C	Arizona	Left	185.0	86.0	535.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.0	144.0	249.0	-60.0	20.4	124.0	808.0	12.0
./scraped/players/dvoraja01.html	https://www.hockey-reference.com/players/d/dvoraja01.html	Jakub Dvorak	May 25, 2005	D	Los Angeles	Left	196.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/dvorami01.html	https://www.hockey-reference.com/players/d/dvorami01.html	Miroslav DvoÅ	October 11, 1951	D	Philadelphia	Left	178.0	88.0	193.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.0	74.0	85.0	59.0	14.7	51.0	249.0	1.0
./scraped/players/dvorape01.html	https://www.hockey-reference.com/players/d/dvorape01.html	Petr Dvorak	October 11, 1983	C	Washington	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/dvorara01.html	https://www.hockey-reference.com/players/d/dvorara01.html	Radek DvoÅ	March 9, 1977	RW	Florida	Right	188.0	88.0	1260.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	227.0	363.0	590.0	-10.0	48.5	449.0	2463.0	24.0
./scraped/players/dvorsda01.html	https://www.hockey-reference.com/players/d/dvorsda01.html	Dalibor Dvorsky	June 15, 2005	C	St. Louis	Left	185.0	91.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
./scraped/players/dwyergo01.html	https://www.hockey-reference.com/players/d/dwyergo01.html	Gordon Dwyer	January 25, 1978	LW	St. Louis	Left	190.0	97.0	108.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	5.0	5.0	-20.0	-1.3	394.0	35.0	0.0
./scraped/players/dwyermi01.html	https://www.hockey-reference.com/players/d/dwyermi01.html	Michael Dwyer	September 16, 1957	LW	Colorado	Left	180.0	78.0	31.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0	6.0	8.0	-10.0	-0.2	25.0	33.0	0.0
./scraped/players/dwyerpa01.html	https://www.hockey-reference.com/players/d/dwyerpa01.html	Patrick Dwyer	June 22, 1983	RW	Atlanta	Right	180.0	79.0	416.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.0	51.0	93.0	-32.0	4.4	77.0	617.0	6.0
./scraped/players/dycked01.html	https://www.hockey-reference.com/players/d/dycked01.html	Edward Paul Dyck	October 29, 1950	G	Vancouver	Left	180.0	72.0	49.0	8.0	28.0	5.0	2449.0	1.0	4.36	0.859	NaN	NaN	NaN	NaN	2.4	NaN	NaN	NaN
./scraped/players/dyckhe01.html	https://www.hockey-reference.com/players/d/dyckhe01.html	Henry Richard Dyck	September 5, 1912	C		Left	173.0	70.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	-0.1	0.0	NaN	0.0
./scraped/players/dyckre01.html	https://www.hockey-reference.com/players/d/dyckre01.html	Reid Dyck	January 20, 2004	G	Boston	Left	190.0	86.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/dyckty01.html	https://www.hockey-reference.com/players/d/dyckty01.html	Tyson Dyck	February 6, 2004	C	Ottawa	Left	180.0	75.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/dyeba01.html	https://www.hockey-reference.com/players/d/dyeba01.html	Cecil Henry Dye	May 13, 1898	RW		Right	173.0	68.0	272.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	203.0	50.0	253.0	NaN	46.2	220.0	NaN	25.0
./scraped/players/dykhuka01.html	https://www.hockey-reference.com/players/d/dykhuka01.html	Karl Dykhuis	July 8, 1972	D	Chicago	Left	190.0	94.0	644.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.0	91.0	133.0	8.0	34.8	495.0	702.0	4.0
./scraped/players/dykstst01.html	https://www.hockey-reference.com/players/d/dykstst01.html	Steven Dykstra	December 1, 1962	D		Left	188.0	86.0	217.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.0	32.0	40.0	-18.0	8.0	545.0	165.0	0.0
./scraped/players/dyteja01.html	https://www.hockey-reference.com/players/d/dyteja01.html	John Leonard Dyte	October 13, 1918	D		Left	183.0	86.0	27.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	NaN	1.8	31.0	NaN	0.0
./scraped/players/dziedjo01.html	https://www.hockey-reference.com/players/d/dziedjo01.html	Joseph Walter Dziedzic	December 18, 1971	LW	Pittsburgh	Left	190.0	102.0	130.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.0	14.0	28.0	-11.0	-0.7	131.0	130.0	4.0
./scraped/players/dzierma01.html	https://www.hockey-reference.com/players/d/dzierma01.html	Martins Dzierkals	April 4, 1997	LW	Toronto	Left	180.0	77.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/dzingry01.html	https://www.hockey-reference.com/players/d/dzingry01.html	Ryan Dzingel	March 9, 1992	C	Ottawa	Left	183.0	86.0	404.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.0	101.0	188.0	-22.0	17.7	191.0	619.0	10.0
./scraped/players/dziurda02.html	https://www.hockey-reference.com/players/d/dziurda02.html	Darian Dziurzynski	March 30, 1991	LW	Phoenix	""	185.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/dziurda01.html	https://www.hockey-reference.com/players/d/dziurda01.html	David Dziurzynski	October 6, 1989	LW		Left	190.0	92.0	26.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	3.0	6.0	-5.0	0.3	22.0	34.0	0.0
./scraped/players/dzurivl01.html	https://www.hockey-reference.com/players/d/dzurivl01.html	Vladimir Dzurilla	August 2, 1942	G		Left	178.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eagerbe01.html	https://www.hockey-reference.com/players/e/eagerbe01.html	Ben Eager	January 22, 1984	LW	Phoenix	Left	188.0	108.0	407.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.0	42.0	85.0	-12.0	6.9	875.0	404.0	6.0
./scraped/players/eaglemi01.html	https://www.hockey-reference.com/players/e/eaglemi01.html	Michael Bryant Eagles	March 7, 1963	C	Quebec	Left	178.0	88.0	853.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.0	122.0	196.0	-119.0	-2.1	928.0	762.0	7.0
./scraped/players/eakinbr01.html	https://www.hockey-reference.com/players/e/eakinbr01.html	Bruce Glen Eakin	September 28, 1962	C	Calgary	Left	180.0	86.0	13.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0	2.0	4.0	-7.0	-0.1	4.0	9.0	0.0
./scraped/players/eakinco01.html	https://www.hockey-reference.com/players/e/eakinco01.html	Cody Eakin	May 24, 1991	C	Washington	Left	183.0	88.0	701.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.0	146.0	256.0	-25.0	20.0	278.0	1016.0	18.0
./scraped/players/eakinda01.html	https://www.hockey-reference.com/players/e/eakinda01.html	Dallas F. Eakins	February 27, 1967	D	Washington	Left	188.0	88.0	120.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	9.0	9.0	6.0	4.1	208.0	59.0	0.0
./scraped/players/earlro01.html	https://www.hockey-reference.com/players/e/earlro01.html	Robbie Earl	June 2, 1985	LW	Toronto	Left	185.0	88.0	47.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0	1.0	7.0	-4.0	0.5	6.0	44.0	0.0
./scraped/players/earlto01.html	https://www.hockey-reference.com/players/e/earlto01.html	Thomas Warren Earl	June 10, 1947	RW		Right	183.0	78.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eastwmi01.html	https://www.hockey-reference.com/players/e/eastwmi01.html	Michael Barry Eastwood	July 1, 1967	C	Toronto	Right	190.0	97.0	783.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.0	149.0	236.0	-40.0	11.6	354.0	653.0	13.0
./scraped/players/eatonma01.html	https://www.hockey-reference.com/players/e/eatonma01.html	Mark Eaton	May 6, 1977	D		Left	185.0	97.0	650.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0	61.0	85.0	9.0	24.8	242.0	501.0	5.0
./scraped/players/eatouje01.html	https://www.hockey-reference.com/players/e/eatouje01.html	Jeffrey Eatough	June 2, 1963	RW	Buffalo	Right	175.0	76.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	-1.0	-0.1	0.0	0.0	0.0
./scraped/players/eavesbe01.html	https://www.hockey-reference.com/players/e/eavesbe01.html	Ben Eaves	March 27, 1982	C	Pittsburgh	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eavesmi01.html	https://www.hockey-reference.com/players/e/eavesmi01.html	Michael Gordon Eaves	June 10, 1956	C	St. Louis	Right	178.0	81.0	324.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.0	143.0	226.0	24.0	14.1	80.0	608.0	11.0
./scraped/players/eavesmu01.html	https://www.hockey-reference.com/players/e/eavesmu01.html	Murray James Eaves	May 10, 1960	C	Winnipeg	Right	178.0	83.0	57.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.0	13.0	17.0	-14.0	-0.3	9.0	44.0	0.0
./scraped/players/eavespa01.html	https://www.hockey-reference.com/players/e/eavespa01.html	Patrick Eaves	May 1, 1984	RW	Ottawa	Right	180.0	92.0	633.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	132.0	110.0	242.0	4.0	25.5	210.0	1168.0	17.0
./scraped/players/ebbetan01.html	https://www.hockey-reference.com/players/e/ebbetan01.html	Andrew Ebbett	January 2, 1983	C		Left	175.0	78.0	224.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.0	45.0	71.0	0.0	5.8	50.0	278.0	5.0
./scraped/players/eberljo01.html	https://www.hockey-reference.com/players/e/eberljo01.html	Jordan Eberle	May 15, 1990	RW	Edmonton	Right	180.0	81.0	1061.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	308.0	421.0	729.0	-60.0	77.7	265.0	2419.0	47.0
./scraped/players/ebertni01.html	https://www.hockey-reference.com/players/e/ebertni01.html	Nick Ebert	May 11, 1994	D	Los Angeles	Right	183.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eccleti01.html	https://www.hockey-reference.com/players/e/eccleti01.html	Timothy James Ecclestone	September 24, 1947	LW	NY Rangers	Right	178.0	88.0	692.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	126.0	233.0	359.0	20.0	23.6	344.0	1437.0	18.0
./scraped/players/eckerni01.html	https://www.hockey-reference.com/players/e/eckerni01.html	Niklas Eckerblom	January 4, 1984	C	Minnesota	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eckfoty01.html	https://www.hockey-reference.com/players/e/eckfoty01.html	Tyler Eckford	September 8, 1985	D	New Jersey	Left	185.0	92.0	7.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	-1.0	0.1	4.0	2.0	0.0
./scraped/players/edberro01.html	https://www.hockey-reference.com/players/e/edberro01.html	Rolf Arne Edberg	September 29, 1950	C		Left	178.0	78.0	184.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.0	58.0	103.0	10.0	6.7	24.0	317.0	9.0
./scraped/players/eddolfr01.html	https://www.hockey-reference.com/players/e/eddolfr01.html	Frank Herbert Eddolls	July 5, 1921	D		Left	173.0	81.0	317.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.0	43.0	66.0	NaN	21.8	114.0	NaN	1.0
./scraped/players/edestda01.html	https://www.hockey-reference.com/players/e/edestda01.html	Darryl Edestrand	November 6, 1945	D		Left	180.0	81.0	455.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.0	90.0	124.0	8.0	27.4	404.0	728.0	8.0
./scraped/players/edleral01.html	https://www.hockey-reference.com/players/e/edleral01.html	Alexander Edler	April 21, 1986	D	Vancouver	Left	193.0	95.0	1030.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.0	335.0	439.0	-19.0	79.3	733.0	2131.0	11.0
./scraped/players/edmonlu01.html	https://www.hockey-reference.com/players/e/edmonlu01.html	Lucas Edmonds	January 27, 2001	RW	Tampa Bay	Right	180.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/edmunga01.html	https://www.hockey-reference.com/players/e/edmunga01.html	Garry Frank Edmundson	May 6, 1932	LW		Left	183.0	78.0	43.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.0	6.0	10.0	1.0	0.1	49.0	29.0	1.0
./scraped/players/edmunjo01.html	https://www.hockey-reference.com/players/e/edmunjo01.html	Joel Edmundson	June 28, 1993	D	St. Louis	Left	196.0	100.0	609.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.0	96.0	131.0	48.0	31.7	489.0	814.0	3.0
./scraped/players/edstrad01.html	https://www.hockey-reference.com/players/e/edstrad01.html	Adam Edstrom	October 12, 2000	C	NY Rangers	Left	201.0	105.0	69.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.0	6.0	13.0	-2.0	0.9	29.0	53.0	2.0
./scraped/players/edstrda01.html	https://www.hockey-reference.com/players/e/edstrda01.html	David Edstrom	February 18, 2005	C	Vegas	Left	190.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/edurto01.html	https://www.hockey-reference.com/players/e/edurto01.html	Thomas Edur	November 18, 1954	D	Boston	Right	185.0	83.0	158.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.0	70.0	87.0	15.0	14.8	67.0	323.0	2.0
./scraped/players/edvinsi01.html	https://www.hockey-reference.com/players/e/edvinsi01.html	Simon Edvinsson	February 5, 2003	D	Detroit	Left	198.0	100.0	104.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.0	25.0	35.0	5.0	7.3	85.0	106.0	3.0
./scraped/players/edwarja01.html	https://www.hockey-reference.com/players/e/edwarja01.html	Jackson Edward	February 27, 2004	D	Boston	Left	190.0	85.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/edwardo01.html	https://www.hockey-reference.com/players/e/edwardo01.html	Donald Laurie Edwards	September 28, 1955	G	Buffalo	Left	175.0	72.0	459.0	208.0	155.0	74.0	26143.0	16.0	3.32	0.887	NaN	NaN	NaN	NaN	85.0	NaN	NaN	NaN
./scraped/players/edwaret01.html	https://www.hockey-reference.com/players/e/edwaret01.html	Ethan Edwards	June 6, 2002	D	New Jersey	Left	175.0	75.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/edwarga01.html	https://www.hockey-reference.com/players/e/edwarga01.html	Gary William Edwards	October 5, 1947	G	St. Louis	Left	175.0	74.0	286.0	88.0	125.0	51.0	15981.0	10.0	3.65	0.879	NaN	NaN	NaN	NaN	36.3	NaN	NaN	NaN
./scraped/players/edwarma01.html	https://www.hockey-reference.com/players/e/edwarma01.html	Marvin Wayne Edwards	August 15, 1934	G		Left	173.0	70.0	61.0	15.0	34.0	7.0	3462.0	2.0	3.78	0.893	NaN	NaN	NaN	NaN	5.8	NaN	NaN	NaN
./scraped/players/edwarro01.html	https://www.hockey-reference.com/players/e/edwarro01.html	Allen Roy Edwards	March 12, 1937	G		Right	173.0	74.0	236.0	96.0	90.0	35.0	13088.0	12.0	2.92	0.902	NaN	NaN	NaN	NaN	37.2	NaN	NaN	NaN
./scraped/players/eganpa01.html	https://www.hockey-reference.com/players/e/eganpa01.html	Martin Joseph Egan	April 25, 1918	D		Right	178.0	88.0	552.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.0	153.0	230.0	NaN	48.3	786.0	NaN	7.0
./scraped/players/egelaal01.html	https://www.hockey-reference.com/players/e/egelaal01.html	Allan Egeland	January 31, 1973	C	Tampa Bay	Left	183.0	79.0	17.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	-3.0	-0.5	16.0	6.0	0.0
./scraped/players/egenemi01.html	https://www.hockey-reference.com/players/e/egenemi01.html	Mike Egener	September 26, 1984	D	Tampa Bay	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/egersja01.html	https://www.hockey-reference.com/players/e/egersja01.html	John Richard Egers	January 28, 1949	RW	NY Rangers	Left	185.0	79.0	284.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.0	69.0	133.0	0.0	9.2	154.0	632.0	10.0
./scraped/players/ehelepa01.html	https://www.hockey-reference.com/players/e/ehelepa01.html	Patrick Ehelechner	September 23, 1984	G	San Jose	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ehlerni01.html	https://www.hockey-reference.com/players/e/ehlerni01.html	Nikolaj Ehlers	February 14, 1996	LW	Winnipeg	Left	183.0	76.0	675.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	225.0	295.0	520.0	106.0	60.6	222.0	1897.0	39.0
./scraped/players/ehmange01.html	https://www.hockey-reference.com/players/e/ehmange01.html	Gerald Joseph Ehman	November 3, 1932	RW		Right	183.0	86.0	429.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.0	118.0	214.0	-78.0	15.1	100.0	815.0	17.0
./scraped/players/ehnch01.html	https://www.hockey-reference.com/players/e/ehnch01.html	Christoffer Ehn	April 4, 1996	C	Detroit	Left	190.0	88.0	114.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.0	8.0	13.0	-26.0	-1.0	8.0	85.0	1.0
./scraped/players/ehrhoch01.html	https://www.hockey-reference.com/players/e/ehrhoch01.html	Christian Ehrhoff	July 6, 1982	D	San Jose	Left	188.0	91.0	789.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.0	265.0	339.0	48.0	67.7	517.0	1587.0	24.0
./scraped/players/eicheja01.html	https://www.hockey-reference.com/players/e/eicheja01.html	Jack Eichel	October 28, 1996	C	Buffalo	Right	188.0	94.0	622.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	244.0	379.0	623.0	0.0	68.8	193.0	2221.0	40.0
./scraped/players/eidsnbr01.html	https://www.hockey-reference.com/players/e/eidsnbr01.html	Brad Eidsness	June 2, 1989	G	Buffalo	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eisenne01.html	https://www.hockey-reference.com/players/e/eisenne01.html	Neil Eisenhut	February 9, 1967	C	Vancouver	Left	185.0	86.0	16.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	3.0	4.0	0.0	0.0	21.0	15.0	0.0
./scraped/players/eisersh01.html	https://www.hockey-reference.com/players/e/eisersh01.html	Shane Eiserman	October 10, 1995	C	Ottawa	Left	185.0	90.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ejdsevi01.html	https://www.hockey-reference.com/players/e/ejdsevi01.html	Victor Ejdsell	June 6, 1995	C		Left	196.0	97.0	6.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	-1.0	-0.1	0.0	7.0	0.0
./scraped/players/ekblaaa01.html	https://www.hockey-reference.com/players/e/ekblaaa01.html	Aaron Ekblad	February 7, 1996	D	Florida	Right	193.0	99.0	739.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.0	263.0	382.0	94.0	70.9	509.0	1808.0	27.0
./scraped/players/ekbomvi01.html	https://www.hockey-reference.com/players/e/ekbomvi01.html	Viktor Ekbom	June 1, 1989	D	Pittsburgh	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ekefjel01.html	https://www.hockey-reference.com/players/e/ekefjel01.html	Elliot Ekefjard	January 25, 2002	RW	Arizona	Left	193.0	97.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ekholma01.html	https://www.hockey-reference.com/players/e/ekholma01.html	Mattias Ekholm	May 24, 1990	D	Nashville	Left	196.0	102.0	889.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.0	274.0	360.0	187.0	76.1	432.0	1536.0	18.0
./scraped/players/eklunbr01.html	https://www.hockey-reference.com/players/e/eklunbr01.html	Brian Eklund	May 24, 1980	G	Tampa Bay	Left	196.0	92.0	1.0	0.0	1.0	0.0	58.0	0.0	3.09	0.842	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN
./scraped/players/eklunpe01.html	https://www.hockey-reference.com/players/e/eklunpe01.html	Per-Erik Eklund	March 22, 1963	C	Philadelphia	Left	178.0	79.0	594.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.0	335.0	455.0	11.0	27.5	109.0	956.0	16.0
./scraped/players/eklunwi01.html	https://www.hockey-reference.com/players/e/eklunwi01.html	William Eklund	October 12, 2002	LW	San Jose	Left	178.0	83.0	175.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.0	76.0	111.0	-61.0	7.5	67.0	306.0	7.0
./scraped/players/ekmanni01.html	https://www.hockey-reference.com/players/e/ekmanni01.html	Nils Ekman	March 11, 1976	LW	Calgary	Left	183.0	83.0	264.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.0	91.0	151.0	13.0	15.9	188.0	506.0	8.0
./scraped/players/ekmanol01.html	https://www.hockey-reference.com/players/e/ekmanol01.html	Oliver Ekman-Larsson	July 17, 1991	D	Phoenix	Left	188.0	86.0	1065.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	149.0	355.0	504.0	-104.0	86.4	688.0	2236.0	36.0
./scraped/players/ekmarel01.html	https://www.hockey-reference.com/players/e/ekmarel01.html	Elliot Ekmark	January 29, 2002	C	Florida	Left	175.0	73.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eldeban01.html	https://www.hockey-reference.com/players/e/eldeban01.html	Anders Eldebrink	December 11, 1960	D		Right	180.0	86.0	55.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	11.0	14.0	-4.0	2.9	29.0	67.0	0.0
./scraped/players/elfstma01.html	https://www.hockey-reference.com/players/e/elfstma01.html	Mattias Elfstrom	January 8, 1997	LW	Detroit	Left	190.0	87.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/elgeske01.html	https://www.hockey-reference.com/players/e/elgeske01.html	Kevin Elgestal	May 29, 1996	RW	Washington	Right	185.0	79.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/eliaspa01.html	https://www.hockey-reference.com/players/e/eliaspa01.html	Patrik EliÃ	April 13, 1976	LW	New Jersey	Left	185.0	86.0	1240.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	408.0	617.0	1025.0	172.0	124.7	549.0	3287.0	80.0
./scraped/players/eliasje01.html	https://www.hockey-reference.com/players/e/eliasje01.html	Jesper Eliasson	March 21, 2000	G	Detroit	Left	190.0	94.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/elichma01.html	https://www.hockey-reference.com/players/e/elichma01.html	Matt Elich	September 22, 1979	RW	Tampa Bay	Right	190.0	88.0	16.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	1.0	2.0	-6.0	-0.1	0.0	12.0	0.0
./scraped/players/eliere01.html	https://www.hockey-reference.com/players/e/eliere01.html	Remi Elie	April 16, 1995	LW	Dallas	Left	185.0	97.0	107.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.0	15.0	22.0	5.0	1.4	28.0	96.0	1.0
./scraped/players/elikbo01.html	https://www.hockey-reference.com/players/e/elikbo01.html	Boris Elik	October 17, 1929	LW		Left	180.0	86.0	3.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	-2.0	-0.1	0.0	0.0	0.0
./scraped/players/elikto01.html	https://www.hockey-reference.com/players/e/elikto01.html	Todd Sloan Elik	April 15, 1966	C		Left	188.0	88.0	448.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.0	219.0	329.0	15.0	24.4	453.0	902.0	12.0
./scraped/players/eliotda01.html	https://www.hockey-reference.com/players/e/eliotda01.html	Darren Joseph Eliot	November 26, 1961	G	Los Angeles	Right	185.0	79.0	88.0	24.0	41.0	12.0	4857.0	1.0	4.62	0.85	NaN	NaN	NaN	NaN	8.5	NaN	NaN	NaN
./scraped/players/eliotmi01.html	https://www.hockey-reference.com/players/e/eliotmi01.html	Mitch Eliot	February 6, 1998	D		Right	183.0	86.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
